"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","rno04072","Phospholipase D signaling pathway","0/6","114/5339",0,0,-0.361983184488938,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","rno04081","Hormone signaling","0/6","102/5339",0,0,-0.342009301061991,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","rno04082","Neuroactive ligand signaling","0/6","118/5339",0,0,-0.368420065240403,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04110","Cell cycle","0/6","142/5339",0,0,-0.40508571819437,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04114","Oocyte meiosis","0/6","93/5339",0,0,-0.32629201750816,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04115","p53 signaling pathway","0/6","58/5339",0,0,-0.256823660172,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno04120","Ubiquitin mediated proteolysis","0/6","120/5339",0,0,-0.371600331433061,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno04130","SNARE interactions in vesicular transport","0/6","28/5339",0,0,-0.177938523698066,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04136","Autophagy - other","0/6","30/5339",0,0,-0.18421855982106,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04137","Mitophagy - animal","0/6","88/5339",0,0,-0.31724840331769,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04140","Autophagy - animal","0/6","150/5339",0,0,-0.416661057960299,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno04141","Protein processing in endoplasmic reticulum","0/6","147/5339",0,0,-0.412354220092372,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04142","Lysosome biogenesis","0/6","207/5339",0,0,-0.492176605840138,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04144","Endocytosis","0/6","209/5339",0,0,-0.494644948862235,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04146","Peroxisome","0/6","69/5339",0,0,-0.280413136949193,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04148","Efferocytosis","0/6","113/5339",0,0,-0.360357559582145,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04150","mTOR signaling pathway","0/6","120/5339",0,0,-0.371600331433061,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04151","PI3K-Akt signaling pathway","0/6","236/5339",0,0,-0.527014222192056,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04152","AMPK signaling pathway","0/6","99/5339",0,0,-0.33684574974823,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04210","Apoptosis","0/6","101/5339",0,0,-0.340296167446613,1,1,1,"",0
"Organismal Systems","Aging","rno04211","Longevity regulating pathway","0/6","75/5339",0,0,-0.292517470631719,1,1,1,"",0
"Organismal Systems","Aging","rno04213","Longevity regulating pathway - multiple species","0/6","49/5339",0,0,-0.235857299712201,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04215","Apoptosis - multiple species","0/6","27/5339",0,0,-0.174715713846971,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04216","Ferroptosis","0/6","42/5339",0,0,-0.218217098439726,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04217","Necroptosis","0/6","96/5339",0,0,-0.331607852203432,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04218","Cellular senescence","0/6","127/5339",0,0,-0.38254169252238,1,1,1,"",0
"Organismal Systems","Circulatory system","rno04260","Cardiac muscle contraction","0/6","60/5339",0,0,-0.261263603301586,1,1,1,"",0
"Organismal Systems","Circulatory system","rno04261","Adrenergic signaling in cardiomyocytes","0/6","110/5339",0,0,-0.355439868648092,1,1,1,"",0
"Organismal Systems","Circulatory system","rno04270","Vascular smooth muscle contraction","0/6","79/5339",0,0,-0.30033074378205,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04310","Wnt signaling pathway","0/6","124/5339",0,0,-0.377887741881539,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04330","Notch signaling pathway","0/6","56/5339",0,0,-0.252309048754547,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04340","Hedgehog signaling pathway","0/6","43/5339",0,0,-0.220820484105424,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04350","TGF-beta signaling pathway","0/6","83/5339",0,0,-0.307957287711009,1,1,1,"",0
"Organismal Systems","Development and regeneration","rno04360","Axon guidance","0/6","162/5339",0,0,-0.433508425684441,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04370","VEGF signaling pathway","0/6","43/5339",0,0,-0.220820484105424,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04371","Apelin signaling pathway","0/6","97/5339",0,0,-0.333362294682762,1,1,1,"",0
"Organismal Systems","Development and regeneration","rno04382","Cornified envelope formation","0/6","63/5339",0,0,-0.267791630389447,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04390","Hippo signaling pathway","0/6","116/5339",0,0,-0.365214573922665,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04392","Hippo signaling pathway - multiple species","0/6","26/5339",0,0,-0.171433575903204,1,1,1,"",0
"Cellular Processes","Cellular community - eukaryotes","rno04510","Focal adhesion","0/6","166/5339",0,0,-0.438997374515426,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","rno04512","ECM-receptor interaction","0/6","60/5339",0,0,-0.261263603301586,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","rno04519","Cadherin signaling","0/6","222/5339",0,0,-0.510443757335062,1,1,1,"",0
"Cellular Processes","Cellular community - eukaryotes","rno04520","Adherens junction","0/6","76/5339",0,0,-0.294489103010338,1,1,1,"",0
"Cellular Processes","Cellular community - eukaryotes","rno04530","Tight junction","0/6","117/5339",0,0,-0.366820514107597,1,1,1,"",0
"Cellular Processes","Cellular community - eukaryotes","rno04540","Gap junction","0/6","68/5339",0,0,-0.278347334201659,1,1,1,"",0
"Cellular Processes","Cellular community - eukaryotes","rno04550","Signaling pathways regulating pluripotency of stem cells","0/6","95/5339",0,0,-0.329844752447436,1,1,1,"",0
"Organismal Systems","Immune system","rno04611","Platelet activation","0/6","84/5339",0,0,-0.309836373603585,1,1,1,"",0
"Organismal Systems","Immune system","rno04612","Antigen processing and presentation","0/6","29/5339",0,0,-0.181105173424298,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04614","Renin-angiotensin system","0/6","10/5339",0,0,-0.106158862884161,1,1,1,"",0
"Organismal Systems","Immune system","rno04620","Toll-like receptor signaling pathway","0/6","55/5339",0,0,-0.250022479813368,1,1,1,"",0
"Organismal Systems","Immune system","rno04621","NOD-like receptor signaling pathway","0/6","100/5339",0,0,-0.338575024724982,1,1,1,"",0
"Organismal Systems","Immune system","rno04622","RIG-I-like receptor signaling pathway","0/6","38/5339",0,0,-0.207487536466979,1,1,1,"",0
"Organismal Systems","Immune system","rno04623","Cytosolic DNA-sensing pathway","0/6","43/5339",0,0,-0.220820484105424,1,1,1,"",0
"Organismal Systems","Immune system","rno04625","C-type lectin receptor signaling pathway","0/6","66/5339",0,0,-0.274171431876813,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04630","JAK-STAT signaling pathway","0/6","79/5339",0,0,-0.30033074378205,1,1,1,"",0
"Organismal Systems","Immune system","rno04640","Hematopoietic cell lineage","0/6","27/5339",0,0,-0.174715713846971,1,1,1,"",0
"Organismal Systems","Immune system","rno04657","IL-17 signaling pathway","0/6","42/5339",0,0,-0.218217098439726,1,1,1,"",0
"Organismal Systems","Immune system","rno04658","Th1 and Th2 cell differentiation","0/6","49/5339",0,0,-0.235857299712201,1,1,1,"",0
"Organismal Systems","Immune system","rno04659","Th17 cell differentiation","0/6","58/5339",0,0,-0.256823660172,1,1,1,"",0
"Organismal Systems","Immune system","rno04660","T cell receptor signaling pathway","0/6","89/5339",0,0,-0.319076242953525,1,1,1,"",0
"Organismal Systems","Immune system","rno04662","B cell receptor signaling pathway","0/6","52/5339",0,0,-0.243039092393999,1,1,1,"",0
"Organismal Systems","Immune system","rno04664","Fc epsilon RI signaling pathway","0/6","46/5339",0,0,-0.228458376863228,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04668","TNF signaling pathway","0/6","77/5339",0,0,-0.296448364564402,1,1,1,"",0
"Organismal Systems","Environmental adaptation","rno04710","Circadian rhythm","0/6","29/5339",0,0,-0.181105173424298,1,1,1,"",0
"Organismal Systems","Environmental adaptation","rno04713","Circadian entrainment","0/6","75/5339",0,0,-0.292517470631719,1,1,1,"",0
"Organismal Systems","Environmental adaptation","rno04714","Thermogenesis","0/6","175/5339",0,0,-0.451133445722649,1,1,1,"",0
"Organismal Systems","Nervous system","rno04720","Long-term potentiation","0/6","55/5339",0,0,-0.250022479813368,1,1,1,"",0
"Organismal Systems","Nervous system","rno04721","Synaptic vesicle cycle","0/6","57/5339",0,0,-0.254575934981637,1,1,1,"",0
"Organismal Systems","Nervous system","rno04722","Neurotrophin signaling pathway","0/6","105/5339",0,0,-0.347101834061834,1,1,1,"",0
"Organismal Systems","Nervous system","rno04723","Retrograde endocannabinoid signaling","0/6","111/5339",0,0,-0.357085995513177,1,1,1,"",0
"Organismal Systems","Nervous system","rno04724","Glutamatergic synapse","0/6","96/5339",0,0,-0.331607852203432,1,1,1,"",0
"Organismal Systems","Nervous system","rno04725","Cholinergic synapse","0/6","86/5339",0,0,-0.313562878998018,1,1,1,"",0
"Organismal Systems","Nervous system","rno04726","Serotonergic synapse","0/6","68/5339",0,0,-0.278347334201659,1,1,1,"",0
"Organismal Systems","Nervous system","rno04727","GABAergic synapse","0/6","67/5339",0,0,-0.276266877194462,1,1,1,"",0
"Organismal Systems","Nervous system","rno04728","Dopaminergic synapse","0/6","104/5339",0,0,-0.34541201856923,1,1,1,"",0
"Organismal Systems","Nervous system","rno04730","Long-term depression","0/6","49/5339",0,0,-0.235857299712201,1,1,1,"",0
"Organismal Systems","Sensory system","rno04740","Olfactory transduction","0/6","26/5339",0,0,-0.171433575903204,1,1,1,"",0
"Organismal Systems","Sensory system","rno04742","Taste transduction","0/6","37/5339",0,0,-0.204719927186061,1,1,1,"",0
"Organismal Systems","Sensory system","rno04750","Inflammatory mediator regulation of TRP channels","0/6","58/5339",0,0,-0.256823660172,1,1,1,"",0
"Cellular Processes","Cell motility","rno04814","Motor proteins","0/6","123/5339",0,0,-0.376324837207295,1,1,1,"",0
"Cellular Processes","Cell motility","rno04820","Cytoskeleton in muscle cells","0/6","149/5339",0,0,-0.41522985657715,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04910","Insulin signaling pathway","0/6","103/5339",0,0,-0.343714545699426,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04911","Insulin secretion","0/6","62/5339",0,0,-0.265632626048925,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04912","GnRH signaling pathway","0/6","67/5339",0,0,-0.276266877194462,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04913","Ovarian steroidogenesis","0/6","24/5339",0,0,-0.164677059856261,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04914","Progesterone-mediated oocyte maturation","0/6","77/5339",0,0,-0.296448364564402,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04915","Estrogen signaling pathway","0/6","85/5339",0,0,-0.311704840622392,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04916","Melanogenesis","0/6","66/5339",0,0,-0.274171431876813,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04917","Prolactin signaling pathway","0/6","47/5339",0,0,-0.230950086522914,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04918","Thyroid hormone synthesis","0/6","48/5339",0,0,-0.233416125562614,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04919","Thyroid hormone signaling pathway","0/6","107/5339",0,0,-0.350458936937367,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04920","Adipocytokine signaling pathway","0/6","55/5339",0,0,-0.250022479813368,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04921","Oxytocin signaling pathway","0/6","112/5339",0,0,-0.358725194190348,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04922","Glucagon signaling pathway","0/6","73/5339",0,0,-0.288536075682596,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04923","Regulation of lipolysis in adipocytes","0/6","37/5339",0,0,-0.204719927186061,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04924","Renin secretion","0/6","38/5339",0,0,-0.207487536466979,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04925","Aldosterone synthesis and secretion","0/6","72/5339",0,0,-0.286525782403903,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04926","Relaxin signaling pathway","0/6","99/5339",0,0,-0.33684574974823,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04927","Cortisol synthesis and secretion","0/6","44/5339",0,0,-0.223394498749885,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04928","Parathyroid hormone synthesis, secretion and action","0/6","83/5339",0,0,-0.307957287711009,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04929","GnRH secretion","0/6","51/5339",0,0,-0.240668074245831,1,1,1,"",0
"Human Diseases","Endocrine and metabolic disease","rno04930","Type II diabetes mellitus","0/6","34/5339",0,0,-0.196189555165066,1,1,1,"",0
"Human Diseases","Endocrine and metabolic disease","rno04931","Insulin resistance","0/6","82/5339",0,0,-0.306067386950572,1,1,1,"",0
"Human Diseases","Endocrine and metabolic disease","rno04932","Non-alcoholic fatty liver disease","0/6","119/5339",0,0,-0.370013310529596,1,1,1,"",0
"Human Diseases","Endocrine and metabolic disease","rno04933","AGE-RAGE signaling pathway in diabetic complications","0/6","83/5339",0,0,-0.307957287711009,1,1,1,"",0
"Human Diseases","Endocrine and metabolic disease","rno04934","Cushing syndrome","0/6","112/5339",0,0,-0.358725194190348,1,1,1,"",0
"Organismal Systems","Endocrine system","rno04935","Growth hormone synthesis, secretion and action","0/6","91/5339",0,0,-0.322702924374427,1,1,1,"",0
"Human Diseases","Endocrine and metabolic disease","rno04940","Type I diabetes mellitus","0/6","11/5339",0,0,-0.111350802821228,1,1,1,"",0
"Organismal Systems","Excretory system","rno04960","Aldosterone-regulated sodium reabsorption","0/6","26/5339",0,0,-0.171433575903204,1,1,1,"",0
"Organismal Systems","Excretory system","rno04961","Endocrine and other factor-regulated calcium reabsorption","0/6","39/5339",0,0,-0.210219736211402,1,1,1,"",0
"Organismal Systems","Excretory system","rno04962","Vasopressin-regulated water reabsorption","0/6","35/5339",0,0,-0.199072551381898,1,1,1,"",0
"Organismal Systems","Excretory system","rno04964","Proximal tubule bicarbonate reclamation","0/6","15/5339",0,0,-0.130078561098406,1,1,1,"",0
"Organismal Systems","Excretory system","rno04966","Collecting duct acid secretion","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Organismal Systems","Digestive system","rno04970","Salivary secretion","0/6","49/5339",0,0,-0.235857299712201,1,1,1,"",0
"Organismal Systems","Digestive system","rno04971","Gastric acid secretion","0/6","51/5339",0,0,-0.240668074245831,1,1,1,"",0
"Organismal Systems","Digestive system","rno04972","Pancreatic secretion","0/6","54/5339",0,0,-0.247715682609524,1,1,1,"",0
"Organismal Systems","Digestive system","rno04973","Carbohydrate digestion and absorption","0/6","26/5339",0,0,-0.171433575903204,1,1,1,"",0
"Organismal Systems","Digestive system","rno04974","Protein digestion and absorption","0/6","54/5339",0,0,-0.247715682609524,1,1,1,"",0
"Organismal Systems","Digestive system","rno04975","Fat digestion and absorption","0/6","17/5339",0,0,-0.138505220704928,1,1,1,"",0
"Organismal Systems","Digestive system","rno04976","Bile secretion","0/6","38/5339",0,0,-0.207487536466979,1,1,1,"",0
"Organismal Systems","Digestive system","rno04977","Vitamin digestion and absorption","0/6","13/5339",0,0,-0.121073811113826,1,1,1,"",0
"Organismal Systems","Digestive system","rno04978","Mineral absorption","0/6","37/5339",0,0,-0.204719927186061,1,1,1,"",0
"Organismal Systems","Digestive system","rno04980","Cobalamin transport and metabolism","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Organismal Systems","Digestive system","rno04981","Folate transport and metabolism","0/6","18/5339",0,0,-0.142534087970256,1,1,1,"",0
"Human Diseases","Neurodegenerative disease","rno05012","Parkinson disease","0/6","205/5339",0,0,-0.48969775885561,1,1,1,"",0
"Human Diseases","Neurodegenerative disease","rno05014","Amyotrophic lateral sclerosis","0/6","281/5339",0,0,-0.577620855636121,1,1,1,"",0
"Human Diseases","Neurodegenerative disease","rno05016","Huntington disease","0/6","234/5339",0,0,-0.524673553144616,1,1,1,"",0
"Human Diseases","Neurodegenerative disease","rno05017","Spinocerebellar ataxia","0/6","127/5339",0,0,-0.38254169252238,1,1,1,"",0
"Human Diseases","Neurodegenerative disease","rno05022","Pathways of neurodegeneration - multiple diseases","0/6","354/5339",0,0,-0.653052607387973,1,1,1,"",0
"Human Diseases","Substance dependence","rno05030","Cocaine addiction","0/6","40/5339",0,0,-0.21291789014021,1,1,1,"",0
"Human Diseases","Substance dependence","rno05031","Amphetamine addiction","0/6","54/5339",0,0,-0.247715682609524,1,1,1,"",0
"Human Diseases","Substance dependence","rno05032","Morphine addiction","0/6","70/5339",0,0,-0.282464607400028,1,1,1,"",0
"Human Diseases","Substance dependence","rno05033","Nicotine addiction","0/6","30/5339",0,0,-0.18421855982106,1,1,1,"",0
"Human Diseases","Substance dependence","rno05034","Alcoholism","0/6","94/5339",0,0,-0.328072855451451,1,1,1,"",0
"Human Diseases","Infectious disease: bacterial","rno05100","Bacterial invasion of epithelial cells","0/6","70/5339",0,0,-0.282464607400028,1,1,1,"",0
"Human Diseases","Infectious disease: bacterial","rno05132","Salmonella infection","0/6","186/5339",0,0,-0.465592010164599,1,1,1,"",0
"Human Diseases","Infectious disease: bacterial","rno05135","Yersinia infection","0/6","105/5339",0,0,-0.347101834061834,1,1,1,"",0
"Human Diseases","Infectious disease: parasitic","rno05143","African trypanosomiasis","0/6","15/5339",0,0,-0.130078561098406,1,1,1,"",0
"Human Diseases","Infectious disease: parasitic","rno05145","Toxoplasmosis","0/6","67/5339",0,0,-0.276266877194462,1,1,1,"",0
"Human Diseases","Infectious disease: parasitic","rno05146","Amoebiasis","0/6","61/5339",0,0,-0.263456757626015,1,1,1,"",0
"Human Diseases","Infectious disease: viral","rno05160","Hepatitis C","0/6","100/5339",0,0,-0.338575024724982,1,1,1,"",0
"Human Diseases","Infectious disease: viral","rno05161","Hepatitis B","0/6","120/5339",0,0,-0.371600331433061,1,1,1,"",0
"Human Diseases","Infectious disease: viral","rno05162","Measles","0/6","84/5339",0,0,-0.309836373603585,1,1,1,"",0
"Human Diseases","Infectious disease: viral","rno05163","Human cytomegalovirus infection","0/6","154/5339",0,0,-0.422342803208698,1,1,1,"",0
"Human Diseases","Infectious disease: viral","rno05164","Influenza A","0/6","94/5339",0,0,-0.328072855451451,1,1,1,"",0
"Human Diseases","Infectious disease: viral","rno05165","Human papillomavirus infection","0/6","239/5339",0,0,-0.530509274193793,1,1,1,"",0
"Human Diseases","Infectious disease: viral","rno05170","Human immunodeficiency virus 1 infection","0/6","144/5339",0,0,-0.408006975592902,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05200","Pathways in cancer","0/6","366/5339",0,0,-0.664829728579582,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05202","Transcriptional misregulation in cancer","0/6","120/5339",0,0,-0.371600331433061,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05204","Chemical carcinogenesis - DNA adducts","0/6","19/5339",0,0,-0.146453617128238,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05205","Proteoglycans in cancer","0/6","152/5339",0,0,-0.41951045432963,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05206","MicroRNAs in cancer","0/6","140/5339",0,0,-0.402145512851747,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05207","Chemical carcinogenesis - receptor activation","0/6","131/5339",0,0,-0.388668440814396,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05210","Colorectal cancer","0/6","79/5339",0,0,-0.30033074378205,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05211","Renal cell carcinoma","0/6","65/5339",0,0,-0.272060651465866,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05212","Pancreatic cancer","0/6","72/5339",0,0,-0.286525782403903,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05213","Endometrial cancer","0/6","55/5339",0,0,-0.250022479813368,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05214","Glioma","0/6","67/5339",0,0,-0.276266877194462,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05215","Prostate cancer","0/6","83/5339",0,0,-0.307957287711009,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05216","Thyroid cancer","0/6","33/5339",0,0,-0.193264668076067,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05217","Basal cell carcinoma","0/6","41/5339",0,0,-0.215583277134261,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05218","Melanoma","0/6","52/5339",0,0,-0.243039092393999,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05219","Bladder cancer","0/6","34/5339",0,0,-0.196189555165066,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05220","Chronic myeloid leukemia","0/6","72/5339",0,0,-0.286525782403903,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05221","Acute myeloid leukemia","0/6","56/5339",0,0,-0.252309048754547,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05222","Small cell lung cancer","0/6","76/5339",0,0,-0.294489103010338,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05223","Non-small cell lung cancer","0/6","68/5339",0,0,-0.278347334201659,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05224","Breast cancer","0/6","102/5339",0,0,-0.342009301061991,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05225","Hepatocellular carcinoma","0/6","137/5339",0,0,-0.397698751611406,1,1,1,"",0
"Human Diseases","Cancer: specific types","rno05226","Gastric cancer","0/6","103/5339",0,0,-0.343714545699426,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05230","Central carbon metabolism in cancer","0/6","58/5339",0,0,-0.256823660172,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05231","Choline metabolism in cancer","0/6","81/5339",0,0,-0.304166469317578,1,1,1,"",0
"Human Diseases","Cancer: overview","rno05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","0/6","63/5339",0,0,-0.267791630389447,1,1,1,"",0
"Human Diseases","Immune disease","rno05321","Inflammatory bowel disease","0/6","20/5339",0,0,-0.150272364764446,1,1,1,"",0
"Human Diseases","Immune disease","rno05340","Primary immunodeficiency","0/6","11/5339",0,0,-0.111350802821228,1,1,1,"",0
"Human Diseases","Cardiovascular disease","rno05410","Hypertrophic cardiomyopathy","0/6","65/5339",0,0,-0.272060651465866,1,1,1,"",0
"Human Diseases","Cardiovascular disease","rno05412","Arrhythmogenic right ventricular cardiomyopathy","0/6","60/5339",0,0,-0.261263603301586,1,1,1,"",0
"Human Diseases","Cardiovascular disease","rno05414","Dilated cardiomyopathy","0/6","72/5339",0,0,-0.286525782403903,1,1,1,"",0
